Ngày,Cá nhân trong nước,,,,,,Cá nhân nước ngoài,,,,,,Tổ chức trong nước,,,,,,Tổ chức nước ngoài,,,,,,Cá nhân trong nước (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức trong nước (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân trong nước (Ròng),,,,Cá nhân nước ngoài (Ròng),,,,Tổ chức trong nước (Ròng),,,,Tổ chức nước ngoài (Ròng),,,
,Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND)
23-08-2024,580969565,13462124072.665,587058521,14245084176.147,-6088956,-782960103.482,657747,23142980.46,1785317,40895570.65,-1127570,-17752590.19,59786449,1800244577.37,39791251,939662682.87,19995198,860581894.5,42860802,1534957168.5,55639474,1594826369.33,-12778672,-59869200.83,528059264,12040854785.612,525463851,12336614803.601,52910301,1421269287.05,61594670,1908469372.539,618747,22107920.46,1685317,36195570.65,39000,1035060.0,100000,4700000.0,33732682,984323030.629,22683259,616624049.62,26053767,815921546.74,17107992,323038633.249,32694602,1189927648.5,45272868,1247778961.33,10166200,345029520.0,10366606,347047408.0,2595413,-295760017.989,-8684369,-487200085.489,-1066570,-14087650.19,-61000,-3664940.0,11049423,367698981.009,8945775,492882913.491,-12578266,-57851312.83,-200406,-2017888.0
22-08-2024,528825564,12615696108.785,495058667,12261560120.635,33766897,354135988.15,1223685,34903144.299,1348864,35282531.73,-125179,-379387.431,54499295,1283464714.93,58640947,1165360005.438,-4141652,118104709.492,42090137,1645561308.05,71590203,2117422618.26,-29500066,-471861310.21,487807860,11819355359.084,461218492,11533119521.787,41017704,796340749.697,33840175,728440598.848,1223685,34903144.299,1348864,35282531.73,0,0.0,0,0.0,32583992,1012984994.64,30548981,855241376.898,21915303,270479720.29,28091966,310118628.539,30034437,1143344517.9,58533637,1586944585.51,12055700,502216790.15,13056566,530478032.75,26589368,286235837.297,7177529,67900150.849,-125179,-379387.431,0,0.0,2035011,157743617.742,-6176663,-39638908.249,-28499200,-443600067.61,-1000866,-28261242.6
21-08-2024,637317954,16099730608.369,644976026,16681707279.33,-7658072,-581976670.961,905688,34063113.2,1612834,51490248.49,-707146,-17427135.29,97628668,2461278652.739,66754889,1662377977.54,30873779,798900675.199,54947421,2030614225.65,77455982,2230111094.6,-22508561,-199496868.95,580635775,14740907362.841,556554132,14454632541.149,56682179,1358823245.528,88421894,2227074738.179,905688,34063113.2,1573834,50448948.49,0,0.0,39000,1041300.0,40179242,1190748927.739,41184648,1262092700.59,57449426,1270529725.0,25570241,400285276.95,48483021,1874852275.65,70891112,2073397489.2,6464400,155761950.0,6564870,156713605.4,24081643,286274821.692,-31739715,-868251492.651,-668146,-16385835.29,-39000,-1041300.0,-1005406,-71343772.851,31879185,870244448.05,-22408091,-198545213.55,-100470,-951655.4
20-08-2024,666670526,16058886914.199,677147334,16431444627.879,-10476808,-372557713.68,1233796,29935521.52,1324055,44487699.699,-90259,-14552178.179,37415029,1104016723.829,37083230,1058868833.358,331799,45147890.471,56807300,1803784230.05,46572032,1461822228.66,10235268,341962001.39,637278804,15277387844.479,647275229,15664848217.679,29391722,781499069.719,29872105,766596410.199,1233796,29935521.52,1324055,44487699.699,0,0.0,0,0.0,35515105,1030045978.189,36354040,987110882.347,1899924,73970745.64,729190,71757951.01,50050600,1601622428.35,39124981,1242544972.81,6756700,202161801.7,7447051,219277255.85,-9996425,-387460373.2,-480383,14902659.52,-90259,-14552178.179,0,0.0,-838935,42935095.842,1170734,2212794.63,10925619,359077455.54,-690351,-17115454.15
19-08-2024,573830735,14450706348.214,563412358,14231831884.644,10418377,218874463.57,1450948,32077311.05,2139251,54606113.31,-688303,-22528802.26,42082514,1124741501.8,39148519,1032275145.109,2933995,92466356.691,31550659,1150779387.3,44214728,1439591405.299,-12664069,-288812017.999,501100221,12477533044.057,490073429,12256488677.102,72730514,1973173304.157,73338929,1975343207.539,1450948,32077311.05,1689651,49025623.31,0,0.0,449600,5580490.0,30898714,952842121.8,29123076,870379283.989,11183800,171899380.0,10025443,161895861.12,26670859,1011875535.7,39234586,1298434428.2,4879800,138903851.6,4980142,141156977.1,11026792,221044366.955,-608415,-2169903.382,-238703,-16948312.26,-449600,-5580490.0,1775638,82462837.811,1158357,10003518.88,-12563727,-286558892.5,-100342,-2253125.5
16-08-2024,790178450,19429156533.572,780606712,19111741092.211,9571738,317415441.361,1509888,43145393.05,2576065,52782511.88,-1066177,-9637118.83,50341681,1430506858.449,58327149,1674641853.53,-7985468,-244134995.081,65494784,2085592497.6,66014877,2149235825.048,-520093,-63643327.448,747190205,18042761554.88,749783656,18103156528.959,42988245,1386394978.688,30823056,1008584563.25,1509888,43145393.05,2346065,52306811.88,0,0.0,230000,475700.0,48357757,1384127977.249,49678408,1470275393.489,1983924,46378881.2,8648741,204366460.04,62507984,2007454226.7,57757705,1851750417.55,2986800,78138270.9,8257172,297485407.499,-2593451,-60394974.079,12165189,377810415.438,-836177,-9161418.83,-230000,-475700.0,-1320651,-86147416.24,-6664817,-157987578.84,4750279,155703809.15,-5270372,-219347136.599
15-08-2024,376917263,8894149348.06,378563659,9274259017.453,-1646396,-380109669.393,1007709,25490803.9,835276,17941474.36,172433,7549329.54,32246019,993091423.039,29240785,733331946.388,3005234,259759476.651,49328630,1608739501.7,50859901,1495938638.5,-1531271,112800863.2,329009955,7840698642.888,336848680,8319775072.421,47907308,1053450705.168,41714979,954483945.028,1007709,25490803.9,835276,17941474.36,0,0.0,0,0.0,31508119,980669244.839,21609724,603635257.199,737900,12422178.2,7631061,129696689.19,33155691,1190849491.8,35387794,1096356379.45,16172939,417890009.9,15472107,399582259.05,-7838725,-479076429.533,6192329,98966760.14,172433,7549329.54,0,0.0,9898395,377033987.64,-6893161,-117274510.99,-2232103,94493112.35,700832,18307750.85
14-08-2024,380811809,9778934181.865,392073268,10554566832.481,-11261459,-775632650.616,1758940,30327585.45,2533960,35776276.25,-775020,-5448690.8,31595900,990868797.499,28222007,901584749.58,3373893,89284047.919,54014192,2192504285.15,45351606,1500706991.65,8662586,691797293.5,340923014,8554115457.295,337351965,8763342658.381,39888795,1224818724.57,54721303,1791224174.099,1758940,30327585.45,1556760,33782788.25,0,0.0,977200,1993488.0,30738221,953212890.979,23303596,657337767.09,857679,37655906.519,4918411,244246982.49,30782102,1277894835.549,41989956,1361087555.55,23232090,914609449.6,3361650,139619436.1,3571049,-209227201.086,-14832508,-566405449.529,202180,-3455202.8,-977200,-1993488.0,7434625,295875123.889,-4060732,-206591075.971,-11207854,-83192720.001,19870440,774990013.5
13-08-2024,401579749,9897723502.711,419602895,10701520714.912,-18023146,-803797212.201,1546053,31215414.4,1093575,33335389.62,452478,-2119975.22,44262205,1266955461.979,30368774,779699677.089,13893431,487255784.89,51312926,1869747759.3,47635689,1551086356.77,3677237,318661402.53,372116797,9046202081.141,372988988,9420211397.382,29462952,851521421.569,46613907,1281309317.53,1546053,31215414.4,1093575,33335389.62,0,0.0,0,0.0,40784205,1183006771.979,28546329,736044073.049,3478000,83948690.0,1822445,43655604.04,33479526,1379606751.3,45297689,1450440158.77,17833400,490141008.0,2338000,100646198.0,-872191,-374009316.241,-17150955,-429787895.961,452478,-2119975.22,0,0.0,12237876,446962698.93,1655555,40293085.96,-11818163,-70833407.47,15495400,389494810.0
12-08-2024,425908479,11329029019.874,424685603,11283631159.652,1222876,45397860.222,1194399,34004195.9,1143545,38239772.42,50854,-4235576.52,35156541,1088587267.05,39023933,1159170808.73,-3867392,-70583541.68,42235694,1557654640.15,39642032,1528233382.17,2593662,29421257.98,386417704,9836884407.976,374136859,9694756522.723,39490775,1492144611.898,50548744,1588874636.93,1174399,33936395.9,1143545,38239772.42,20000,67800.0,0,0.0,33639036,1029007735.7,38489597,1127944235.51,1517505,59579531.35,534336,31226573.22,26724394,1120091415.15,34185532,1158979424.07,15511300,437563225.0,5456500,369253958.1,12280845,142127885.253,-11057969,-96730025.032,30854,-4303376.52,20000,67800.0,-4850561,-98936499.81,983169,28352958.13,-7461138,-38888008.92,10054800,68309266.9
09-08-2024,459417748,11347899909.765,465971513,11621703685.322,-6553765,-273803775.557,2027945,42887861.27,950144,27327901.459,1077801,15559959.811,37628750,1062678789.38,30791642,845279294.63,6837108,217399494.75,46197352,1803112586.999,47558496,1762268265.999,-1361144,40844321.0,424473681,10083279231.093,433257330,10686703554.522,34944067,1264620678.67,32714183,935000130.8,2027945,42887861.27,950144,27327901.459,0,0.0,0,0.0,33597879,922905599.37,28586308,776826595.15,4030871,139773190.01,2205334,68452699.48,42788952,1684403057.199,40094675,1242617697.799,3408400,118709529.8,7463821,519650568.2,-8783649,-603424323.429,2229884,329620547.87,1077801,15559959.811,0,0.0,5011571,146079004.22,1825537,71320490.53,2694277,441785359.4,-4055421,-400941038.4
08-08-2024,568884180,13024507756.597,549645001,12379960967.662,19239179,644546788.935,1457982,42586935.6,713127,21656498.45,744855,20930437.15,79631856,1952632838.95,60483498,1422263637.529,19148358,530369201.421,49390865,1702423233.0,88523257,2898269660.499,-39132392,-1195846427.499,517023509,11485432264.558,467658407,10494271910.111,51860671,1539075492.038,81986594,1885689057.55,1457982,42586935.6,693127,21588298.45,0,0.0,20000,68200.0,37623755,1033504009.7,45522920,1110049247.19,42008101,919128829.25,14960578,312214390.339,23857534,957927935.6,66088326,1893541689.699,25533331,744495297.4,22434931,1004727970.8,49365102,991160354.447,-30125923,-346613565.512,764855,20998637.15,-20000,-68200.0,-7899165,-76545237.49,27047523,606914438.911,-42230792,-935613754.099,3098400,-260232673.4
07-08-2024,438245749,10707331016.121,414058961,9950731233.551,24186788,756599782.57,1665501,33031218.9,1632735,50249559.11,32766,-17218340.21,96264905,2017320543.608,67396256,1415770838.418,28868649,601549705.19,38906590,1416428176.3,91994793,2757359323.85,-53088203,-1340931147.55,398773212,9501942410.371,331187260,7878633353.05,39472537,1205388605.75,82871701,2072097880.5,1665501,33031218.9,1632735,50249559.11,0,0.0,0,0.0,26492675,793945363.089,41331190,1065236254.648,69772230,1223375180.519,26065066,350534583.77,34494490,1289660150.4,87274693,2624459975.95,4412100,126768025.9,4720100,132899347.9,67585952,1623309057.321,-43399164,-866709274.75,32766,-17218340.21,0,0.0,-14838515,-271290891.559,43707164,872840596.749,-52780203,-1334799825.55,-308000,-6131322.0
06-08-2024,488316889,11848517894.714,488509559,11628946565.403,-192670,219571329.311,3240310,59463611.65,2142831,61931020.25,1097479,-2467408.6,79745441,2380012541.3,62672606,1870850897.879,17072835,509161643.421,57351199,2045120266.949,75328843,2771385831.079,-17977644,-726265564.13,445699815,10476819828.092,461671427,10931878652.199,42617074,1371698066.617,26838132,697067913.2,3240310,59463611.65,2142831,61931020.25,0,0.0,0,0.0,54387525,1603345149.5,38154823,1079661610.159,25357916,776667391.8,24517783,791189287.72,49276199,1680534085.049,50634768,1746691391.68,8075000,364586181.9,24694075,1024694439.4,-15971612,-455058824.107,15778942,674630153.417,1097479,-2467408.6,0,0.0,16232702,523683539.341,840133,-14521895.92,-1358569,-66157306.631,-16619075,-660108257.5
05-08-2024,828608089,19182080359.348,790657883,18597075120.903,37950206,585005238.445,1578451,41959724.25,3725668,101754217.47,-2147217,-59794493.22,83523028,2565160713.22,83496623,2412012871.449,26405,153147841.771,53422742,1967104793.15,89252136,2645463380.139,-35829394,-678358586.989,760874163,17414261062.24,724079970,16843446152.092,67733926,1767819297.109,66577913,1753628968.81,1467451,34012400.25,3725668,101754217.47,111000,7947324.0,0,0.0,80162536,2412241844.0,76739018,2194275269.229,3360492,152918869.22,6757605,217737602.22,29074742,1372597022.15,67034236,2093636689.839,24348000,594507771.0,22217900,551826690.3,36794193,570814910.148,1156013,14190328.299,-2258217,-67741817.22,111000,7947324.0,3423518,217966574.771,-3397113,-64818733.0,-37959494,-721039667.689,2130100,42681080.7
02-08-2024,514733039,12394416740.089,535885083,13002092080.086,-21152044,-607675339.997,862027,19679214.6,1938596,48895737.76,-1076569,-29216523.16,73196127,1900108567.47,65528912,2037054432.467,7667215,-136945864.997,61662260,2055660888.4,47100862,1281823160.239,14561398,773837728.161,493676843,11934397866.94,515167800,12504787727.036,21056196,460018873.15,20717283,497304353.05,862027,19679214.6,1738596,44309937.76,0,0.0,200000,4585800.0,58131841,1713967969.77,49981693,1886144700.467,15064286,186140597.7,15547219,150909732.0,58788460,1981462512.8,44571082,1214265198.839,2873800,74198375.6,2529780,67557961.4,-21490957,-570389860.096,338913,-37285479.9,-876569,-24630723.16,-200000,-4585800.0,8150148,-172176730.697,-482933,35230865.7,14217378,767197313.961,344020,6640414.2
01-08-2024,685619879,16365681067.296,707098264,17509922115.966,-21478385,-1144241048.67,1489535,38161802.5,1414188,44897106.75,75347,-6735304.25,84007460,2517486436.3,46752361,1432427094.669,37255099,1085059341.631,66404386,2441785584.3,82256447,2375868573.01,-15852061,65917011.29,663604736,15938256665.126,686454862,17100178962.616,22015143,427424402.17,20643402,409743153.35,1489535,38161802.5,1303188,36901806.75,0,0.0,111000,7995300.0,82041460,2469109366.3,43615620,1376432845.85,1966000,48377070.0,3136741,55994248.82,45360886,1792940931.5,61122947,1724955150.21,21043500,648844652.8,21133500,650913422.8,-22850126,-1161922297.49,1371741,17681248.82,186347,1259995.75,-111000,-7995300.0,38425840,1092676520.45,-1170741,-7617178.82,-15762061,67985781.29,-90000,-2068770.0
31-07-2024,601729879,14381695787.869,570481505,13574191193.3,31248374,807504594.569,1713306,33067180.95,1588166,44589727.94,125140,-11522546.99,40487260,1176700553.15,41991398,1310793990.8,-1504138,-134093437.65,45987901,1946438411.3,75857277,2608327021.23,-29869376,-661888609.93,548335238,12499968028.769,536267255,12650112562.401,53394641,1881727759.1,34214250,924078630.9,1513306,32313780.95,1588166,44589727.94,200000,753400.0,0,0.0,34749660,1091855603.15,38904707,1231968107.6,5737600,84844950.0,3086691,78825883.2,41898301,1662917498.8,49736377,1360384513.73,4089600,283520912.5,26120900,1247942507.5,12067983,-150144533.632,19180391,957649128.2,-74860,-12275946.99,200000,753400.0,-4155047,-140112504.45,2650909,6019066.8,-7838076,302532985.07,-22031300,-964421595.0
30-07-2024,547188569,11582698539.376,534633500,11419440280.871,12555069,163258258.505,1244243,31398567.3,1377531,26486625.49,-133288,4911941.81,29968501,851962441.34,25078162,708207455.14,4890339,143754986.2,38510278,1256170236.65,55822398,1568095423.159,-17312120,-311925186.509,506594981,10689593318.576,491149026,10474442713.921,40593588,893105220.799,43484474,944997566.949,1134243,23998707.3,1377531,26486625.49,110000,7399860.0,0,0.0,26801138,794324920.75,24741685,696109170.7,3167363,57637520.59,336477,12098284.44,31603178,1053691943.45,48865298,1364570379.959,6907100,202478293.2,6957100,203525043.2,15445955,215150604.655,-2890886,-51892346.15,-243288,-2487918.19,110000,7399860.0,2059453,98215750.05,2830886,45539236.15,-17262120,-310878436.509,-50000,-1046750.0
29-07-2024,402676775,9678740830.796,391488394,9445515375.968,11188381,233225454.828,1495971,35209775.57,880527,15259964.44,615444,19949811.13,26832959,787128573.35,30075410,797074594.91,-3242451,-9946021.56,23791644,857085003.0,32353018,1100314247.4,-8561374,-243229244.4,375589608,8920456999.807,369179344,8721961957.486,27087167,758283830.989,22309050,723553418.48,1495971,35209775.57,680527,14501964.44,0,0.0,200000,758000.0,22831944,687951287.1,21896378,670867514.4,4001015,99177286.25,8179032,126207080.509,22650544,827451678.0,30811818,1063738304.15,1141100,29633325.0,1541200,36575943.25,6410264,198495042.321,4778117,34730412.509,815444,20707811.13,-200000,-758000.0,935566,17083772.7,-4178017,-27029794.259,-8161274,-236286626.15,-400100,-6942618.25
26-07-2024,360797916,9186315385.926,352795730,9237490830.764,8002186,-51175444.838,1707053,40787565.8,765615,26358187.57,941438,14429378.23,21844684,695512893.749,30511894,1033061807.45,-8667210,-337548913.701,41017798,1916058438.45,41294212,1541763458.139,-276414,374294980.311,337379576,8416821158.305,320687729,8027888668.344,23418340,769494227.62,32108001,1209602162.42,1707053,40787565.8,655615,18859187.57,0,0.0,110000,7499000.0,19817384,648829347.649,24482865,757050158.25,2027300,46683546.1,6029029,276011649.2,24956008,996526807.35,38033812,1299166864.939,16061790,919531631.1,3260400,242596593.2,16691847,388932489.961,-8689661,-440107934.8,1051438,21928378.23,-110000,-7499000.0,-4665481,-108220810.601,-4001729,-229328103.1,-13077804,-302640057.589,12801390,676935037.9
25-07-2024,364171598,9174170566.863,340499037,8603103068.727,23672561,571067498.136,728800,17430394.5,841294,34937462.45,-112494,-17507067.95,32490776,865861836.25,38703937,947361984.88,-6213161,-81500148.63,48804805,1641078962.8,66151711,2113139244.35,-17346906,-472060281.55,339306867,8255160226.334,315709584,7708117357.826,24864731,919010340.53,24789453,894985710.9,728800,17430394.5,841294,34937462.45,0,0.0,0,0.0,24811017,722375507.0,26408300,773744866.0,7679759,143486329.25,12295637,173617118.88,17958805,641128220.0,39846311,1119294661.55,30846000,999950742.8,26305400,993844582.8,23597283,547042868.508,75278,24024629.63,-112494,-17507067.95,0,0.0,-1597283,-51369359.0,-4615878,-30130789.63,-21887506,-478166441.55,4540600,6106160.0
24-07-2024,560687012,13709339749.814,596285707,14804718544.879,-35598695,-1095378795.065,1573110,45090128.1,783761,31173593.14,789349,13916534.96,57723060,1918690907.45,40825827,1062199965.799,16897233,856490941.651,76895996,2165580721.3,58983883,1940609402.849,17912113,224971318.451,495725791,12185856575.023,541135928,13531362740.528,64961221,1523483174.79,55149779,1273355804.35,1553110,42410128.1,783761,31173593.14,20000,2680000.0,0,0.0,57067760,1897654777.35,32647185,952128105.26,655300,21036130.1,8178642,110071860.54,60567996,1912859971.3,40347783,1524117012.849,16328000,252720750.0,18636100,416492390.0,-45410137,-1345506165.505,9811442,250127370.44,769349,11236534.96,20000,2680000.0,24420575,945526672.09,-7523342,-89035730.44,20220213,388742958.451,-2308100,-163771640.0
23-07-2024,584738471,14738900623.566,593263563,15372157555.703,-8525092,-633256932.137,1944302,46219468.4,1228304,41434400.01,715998,4785068.39,52973760,1729913745.82,34209987,969606070.67,18763773,760307675.15,42448642,1523071442.35,53403321,1654907253.748,-10954679,-131835811.398,525668298,13019599926.093,537973412,13714908175.13,59070173,1719300697.47,55290151,1657249380.57,1944302,46219468.4,1228304,41434400.01,0,0.0,0,0.0,52003871,1676258709.25,29200576,846299167.2,969889,53655036.57,5009411,123306903.47,36911942,1358094457.75,48126121,1497530819.148,5536700,164976984.6,5277200,157376434.6,-12305114,-695308249.037,3780022,62051316.9,715998,4785068.39,0,0.0,22803295,829959542.05,-4039522,-69651866.9,-11214179,-139436361.398,259500,7600550.0
22-07-2024,721257811,17001719646.909,777865371,18283119680.45,-56607560,-1281400033.541,2474986,70025242.05,1285818,42079412.9,1189168,27945829.15,63116459,2002836121.15,34537453,1130829066.1,28579006,872007055.05,80134515,2002684652.5,53295129,1621237503.15,26839386,381447149.35,673059403,15701058315.348,699673624,16584924348.689,48198408,1300661331.558,78191747,1698195331.76,2474986,70025242.05,1285818,42079412.9,0,0.0,0,0.0,59585759,1869632381.15,32868992,1043892661.3,3530700,133203740.0,1668461,86936404.799,42473415,1426932507.5,43765129,1396752023.15,37661100,575752145.0,9530000,224485480.0,-26614221,-883866033.341,-29993339,-397534000.202,1189168,27945829.15,0,0.0,26716767,825739719.85,1862239,46267335.201,-1291714,30180484.35,28131100,351266665.0
19-07-2024,643157680,15757307403.572,638896223,15070344576.299,4261457,686962827.273,1181236,28822733.85,1594252,41500052.75,-413016,-12677318.9,34770009,1029499030.3,45808559,1352866876.42,-11038550,-323367846.12,69339846,1684220265.6,62149737,2035137927.849,7190109,-350917662.249,621491464,15235005261.103,598227180,14410752348.599,21666216,522302142.47,40669043,659592227.7,1181236,28822733.85,1594252,41500052.75,0,0.0,0,0.0,32809930,977866922.5,35529358,1200046941.2,1960079,51632107.8,10279201,152819935.22,27226346,954402797.6,47358186,1543798372.499,42113500,729817468.0,14791551,491339555.35,23264284,824252912.504,-19002827,-137290085.23,-413016,-12677318.9,0,0.0,-2719428,-222180018.7,-8319122,-101187827.42,-20131840,-589395574.899,27321949,238477912.65
